"0","0","30.799062364447106"
"0","1","16.516345160597595"
"0","2","10.172783882598827"
"0","3","25.04303157522884"
"0","4","13.820171070280567"
"1","0","346.46385489926365"
"1","1","30.680823736615686"
"1","2","10.060607358841875"
"1","3","17.294320719553205"
"1","4","167.6966275126724"
"2","0","17.707411796484877"
"2","1","4.075791597141164"
"2","2","3.7383325608034"
"2","3","21.55862136245216"
"2","4","31.991977457709385"
"3","0","1.9942636413486112"
"3","1","1.8301683465333929"
"3","2","1.3564675609002892"
"3","3","3.6384074615703725"
"3","4","8.015711671861016"
"4","0","38.6056978522379"
"4","1","27.02448318454883"
"4","2","19.41560652535234"
"4","3","20.369964830860706"
"4","4","10.838986335969556"
"5","0","4.183157060063547"
"5","1","7.210024630155703"
"5","2","15.318451761855169"
"5","3","4.0565725235661585"
"5","4","2.327104922597944"
"6","0","1.1654046714790265"
"6","1","2.4581166960040624"
"6","2","4.466586061168056"
"6","3","1.129585608820851"
"6","4","1.3247652850157898"
