"0","0","2.3631540700985987"
"0","1","1.5610404953229724"
"0","2","1.4324027537943587"
"0","3","2.0097952152652394"
"0","4","1.3737098325369395"
"1","0","4.91858301405586"
"1","1","2.0724683289832075"
"1","2","1.4964502632605483"
"1","3","4.292722775145149"
"1","4","2.213422337421259"
"2","0","2.9342683081852807"
"2","1","1.4805645090752726"
"2","2","1.0740231059489664"
"2","3","6.314331681965987"
"2","4","6.4468103034994035"
"3","0","1.7150018223901915"
"3","1","1.0"
"3","2","1.0449799545507819"
"3","3","5.953874650529275"
"3","4","34.01934226660604"
"4","0","2.152051643283623"
"4","1","5.668898733146243"
"4","2","1.8503816275511424"
"4","3","1.6187403008147072"
"4","4","1.5194939760557606"
"5","0","1.6610110621282586"
"5","1","3.615604207671947"
"5","2","1.8209653858087111"
"5","3","1.2256536723343285"
"5","4","1.1222644627728209"
"6","0","1.4183672745772788"
"6","1","12.676028643085951"
"6","2","10.8879270543418"
"6","3","1.4859137809589242"
"6","4","1.6941662937952713"
